"Category","City","Container","Customer_ID","Customer_Name","Customer_Segment","Department","Item","Order_Date","Order_ID","Order_Priority","Postal_Code","Region","Row_ID","Ship_Date","Ship_Mode","State","Discount","Gross_Profit_Ratio","Number_of_Records","Order_Quantity","Product_Base_Margin","Profit","Sales","Shipping_Cost","Unit_Price"
"Binders and Binder Accessories","Modesto","Small Box","901","Lester Wilcox","Consumer","Office Supplies","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1","2012-09-19","90810","High","95351","West","21880","2012-09-21","Regular Air","California","6.00%","-76.70%","1","6","40.00%","($36)","$47 ","$6 ","$7 "
"Labels","Augusta","Small Box","902","Diane Blanton","Consumer","Office Supplies","Avery 508","2013-09-12","90813","Not Specified","4330","East","24980","2013-09-12","Regular Air","Maine","8.00%","69.00%","1","10","36.00%","$32 ","$47 ","$1 ","$5 "
"Binders and Binder Accessories","Wilmington","Small Box","903","Francis Spivey","Consumer","Office Supplies","Avery Hanging File Binders","2010-09-12","90806","Not Specified","1887","East","24981","2010-09-14","Regular Air","Massachusetts","0.00%","69.00%","1","18","39.00%","$81 ","$117 ","$1 ","$6 "
"Storage  and  Organization","Elizabeth","Jumbo Drum","904","Rebecca Morrow","Consumer","Office Supplies","Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish","2013-01-10","90811","Critical","7201","East","22872","2013-01-12","Delivery Truck","New Jersey","9.00%","2.00%","1","10","65.00%","$72 ","$3,641 ","$99 ","$371 "
"Pens  and  Art Supplies","Paramus","Wrap Bag","905","Julian Richards","Consumer","Office Supplies","Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink","2013-03-09","90812","Low","7652","East","23996","2013-03-11","Regular Air","New Jersey","9.00%","-146.30%","1","6","46.00%","($17)","$12 ","$2 ","$2 "
"Telephones and Communication","Henderson","Wrap Bag","907","Rachel Casey","Home Office","Technology","Accessory41","2010-02-26","86459","Critical","42420","South","22288","2010-02-27","Regular Air","Kentucky","9.00%","75.40%","1","5","38.00%","$114 ","$152 ","$6 ","$36 "
"Pens  and  Art Supplies","Henderson","Wrap Bag","907","Rachel Casey","Home Office","Office Supplies","12 Colored Short Pencils","2010-12-17","86460","Medium","42420","South","21345","2010-12-19","Regular Air","Kentucky","9.00%","3490.10%","1","12","58.00%","$1,107 ","$32 ","$2 ","$3 "
"Paper","Henderson","Small Box","907","Rachel Casey","Home Office","Office Supplies","Xerox 1949","2012-06-16","86461","Critical","42420","South","18116","2012-06-17","Regular Air","Kentucky","8.00%","485.80%","1","7","36.00%","$168 ","$35 ","$5 ","$5 "
"Paper","Henderson","Small Box","907","Rachel Casey","Home Office","Office Supplies","Xerox 1971","2013-03-28","86462","Not Specified","42420","South","23725","2013-03-30","Express Air","Kentucky","2.00%","-558.50%","1","3","40.00%","($93)","$17 ","$5 ","$4 "
"Telephones and Communication","Henderson","Small Pack","907","Rachel Casey","Home Office","Technology","Accessory9","2013-03-28","86462","Not Specified","42420","South","23726","2013-03-30","Regular Air","Kentucky","0.00%","-44.10%","1","11","39.00%","($159)","$360 ","$3 ","$36 "
"Computer Peripherals","Hopkinsville","Small Pack","908","Becky Page Cline","Home Office","Technology","3.5 IBM Formatted Diskettes, DS/HD","2013-07-29","86463","Medium","42240","South","23762","2013-07-31","Regular Air","Kentucky","2.00%","31.50%","1","14","66.00%","$30 ","$96 ","$4 ","$7 "
"Telephones and Communication","Hopkinsville","Small Box","908","Becky Page Cline","Home Office","Technology","300 Series Non-Flip","2013-07-29","86463","Medium","42240","South","23763","2013-07-31","Express Air","Kentucky","2.00%","6.40%","1","8","60.00%","$72 ","$1,127 ","$8 ","$156 "
"Computer Peripherals","Hopkinsville","Small Pack","908","Becky Page Cline","Home Office","Technology","80 Minute Slim Jewel Case CD-R , 10/Pack - Staples","2013-12-08","86464","Not Specified","42240","South","23867","2013-12-09","Regular Air","Kentucky","6.00%","-380.00%","1","4","52.00%","($125)","$33 ","$2 ","$8 "
"Pens  and  Art Supplies","Hopkinsville","Small Box","908","Becky Page Cline","Home Office","Office Supplies","Hunt Boston Vacuum Mount KS Pencil Sharpener","2013-12-08","86464","Not Specified","42240","South","23868","2013-12-10","Regular Air","Kentucky","1.00%","-28.70%","1","5","59.00%","($53)","$186 ","$8 ","$35 "
"Paper","Texarkana","Small Box","910","Carla Hauser","Corporate","Office Supplies","Xerox 1954","2010-05-14","90187","Critical","71854","South","19480","2010-05-14","Regular Air","Arkansas","0.00%","-175.00%","1","15","40.00%","($149)","$85 ","$6 ","$5 "
"Chairs  and  Chairmats","Texarkana","Jumbo Drum","910","Carla Hauser","Corporate","Furniture","Global Deluxe Office Fabric Chairs","2011-03-13","90188","Critical","71854","South","22214","2011-03-14","Delivery Truck","Arkansas","8.00%","-7.30%","1","7","58.00%","($46)","$639 ","$58 ","$96 "
"Paper","Wheeling","Wrap Bag","911","Marsha P Joyner","Corporate","Office Supplies","Rediform Wirebound Phone Memo Message Book, 11 x 5-3/4","2010-01-31","90185","Not Specified","26003","East","25356","2010-02-02","Regular Air","West Virginia","5.00%","-126.60%","1","2","36.00%","($21)","$17 ","$6 ","$8 "
"Tables","Wheeling","Jumbo Box","911","Marsha P Joyner","Corporate","Furniture","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","2010-01-31","90185","Not Specified","26003","East","25357","2010-02-01","Delivery Truck","West Virginia","4.00%","-28.70%","1","10","72.00%","($656)","$2,285 ","$70 ","$219 "
"Storage  and  Organization","Wheeling","Small Box","911","Marsha P Joyner","Corporate","Office Supplies","Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","2010-04-04","90186","High","26003","East","24028","2010-04-06","Regular Air","West Virginia","1.00%","69.00%","1","8","57.00%","$354 ","$514 ","$10 ","$60 "
"Paper","Wheeling","Small Box","911","Marsha P Joyner","Corporate","Office Supplies","Xerox 1885","2011-03-13","90188","Critical","26003","East","22215","2011-03-14","Regular Air","West Virginia","7.00%","69.00%","1","8","37.00%","$258 ","$374 ","$7 ","$48 "
"Binders and Binder Accessories","Camp Springs","Small Box","913","Warren Carver","Corporate","Office Supplies","Catalog Binders with Expanding Posts","2012-06-25","86361","Low","20746","East","19064","2012-06-30","Regular Air","Maryland","9.00%","50.60%","1","19","40.00%","$599 ","$1,183 ","$20 ","$67 "
"Binders and Binder Accessories","Camp Springs","Small Box","913","Warren Carver","Corporate","Office Supplies","Economy Binders","2012-06-25","86361","Low","20746","East","19065","2012-06-30","Regular Air","Maryland","10.00%","-51.10%","1","8","36.00%","($8)","$16 ","$1 ","$2 "
"Computer Peripherals","Camp Springs","Small Box","913","Warren Carver","Corporate","Technology","Micro Innovations Micro 3000 Keyboard, Black","2012-06-25","86361","Low","20746","East","19066","2012-07-02","Regular Air","Maryland","1.00%","-23.40%","1","8","75.00%","($52)","$221 ","$6 ","$26 "
"Office Furnishings","Camp Springs","Small Box","913","Warren Carver","Corporate","Furniture","Regeneration Desk Collection","2012-06-25","86361","Low","20746","East","19067","2012-06-25","Regular Air","Maryland","5.00%","-245.10%","1","5","41.00%","($27)","$11 ","$5 ","$2 "
"Office Furnishings","Camp Springs","Small Pack","913","Warren Carver","Corporate","Furniture","Nu-Dell Leatherette Frames","2013-11-30","86366","High","20746","East","18099","2013-12-02","Regular Air","Maryland","0.00%","69.00%","1","37","49.00%","$391 ","$567 ","$5 ","$14 "
"Tables","Camp Springs","Jumbo Box","913","Warren Carver","Corporate","Furniture","Balt Split Level Computer Training Table","2013-11-30","86366","High","20746","East","18100","2013-12-01","Delivery Truck","Maryland","7.00%","5.00%","1","22","74.00%","$156 ","$3,086 ","$52 ","$139 "
"Computer Peripherals","Camp Springs","Small Pack","913","Warren Carver","Home Office","Technology","Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel","2013-12-02","86367","Medium","20746","East","19793","2013-12-02","Regular Air","Maryland","3.00%","69.00%","1","25","43.00%","$380 ","$550 ","$2 ","$22 "
"Paper","Brownsville","Small Box","914","Marianne Cochran","Home Office","Office Supplies","Staples Copy Paper (20Lb. and 84 Bright)","2011-11-24","86358","Medium","78521","Central","21875","2011-11-25","Regular Air","Texas","6.00%","11.30%","1","6","38.00%","$4 ","$32 ","$5 ","$5 "
"Pens  and  Art Supplies","Brownsville","Wrap Bag","914","Marianne Cochran","Home Office","Office Supplies","Col-Erase Pencils with Erasers","2011-11-24","86358","Medium","78521","Central","21876","2011-11-26","Regular Air","Texas","4.00%","46.90%","1","26","56.00%","$75 ","$159 ","$1 ","$6 "
"Office Furnishings","Brownsville","Medium Box","914","Marianne Cochran","Home Office","Furniture","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","2012-02-07","86359","Low","78521","Central","21037","2012-02-14","Express Air","Texas","4.00%","-114.50%","1","10","74.00%","($1,037)","$906 ","$56 ","$91 "
"Binders and Binder Accessories","Brownsville","Small Box","914","Marianne Cochran","Home Office","Office Supplies","Avery Trapezoid Ring Binder, 3 Capacity, Black, 1040 sheets","2012-04-17","86360","Critical","78521","Central","23422","2012-04-17","Regular Air","Texas","3.00%","69.00%","1","13","36.00%","$378 ","$548 ","$3 ","$41 "
"Storage  and  Organization","Brownsville","Small Box","914","Marianne Cochran","Home Office","Office Supplies","Eldon Shelf Savers Cubes and Bins","2013-03-12","86363","High","78521","Central","20367","2013-03-13","Regular Air","Texas","6.00%","-438.20%","1","8","83.00%","($259)","$59 ","$10 ","$7 "
"Binders and Binder Accessories","Brownsville","Small Box","914","Marianne Cochran","Corporate","Office Supplies","Avery Binder Labels","2013-07-07","86365","Low","78521","Central","22277","2013-07-12","Express Air","Texas","9.00%","-312.20%","1","11","37.00%","($139)","$44 ","$7 ","$4 "
"Labels","Brownsville","Small Box","914","Marianne Cochran","Home Office","Office Supplies","Avery 474","2013-12-02","86367","Medium","78521","Central","19792","2013-12-03","Regular Air","Texas","2.00%","69.00%","1","11","36.00%","$23 ","$33 ","$1 ","$3 "
"Chairs  and  Chairmats","Bryan","Jumbo Drum","915","Carol Sherrill","Home Office","Furniture","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","2010-01-04","86356","High","77803","Central","24953","2010-01-05","Delivery Truck","Texas","6.00%","-141.20%","1","1","61.00%","($489)","$347 ","$30 ","$351 "
"Appliances","Bryan","Small Box","915","Carol Sherrill","Home Office","Office Supplies","Eureka Hand Vacuum, Bagless","2012-04-17","86360","Critical","77803","Central","23423","2012-04-17","Regular Air","Texas","5.00%","-41.60%","1","4","57.00%","($82)","$198 ","$20 ","$49 "
"Binders and Binder Accessories","Bryan","Small Box","915","Carol Sherrill","Home Office","Office Supplies","Avery Legal 4-Ring Binder","2012-12-04","86362","High","77803","Central","25603","2012-12-06","Regular Air","Texas","7.00%","69.00%","1","17","35.00%","$231 ","$335 ","$1 ","$21 "
"Envelopes","Bryan","Small Box","915","Carol Sherrill","Corporate","Office Supplies","Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","2013-07-04","86364","Low","77803","Central","25831","2013-07-06","Regular Air","Texas","4.00%","69.00%","1","7","35.00%","$118 ","$172 ","$7 ","$24 "
"Storage  and  Organization","Burleson","Small Box","916","Marion Wilcox","Corporate","Office Supplies","Fellowes Super Stor/Drawer Files","2010-07-04","86357","Low","76028","Central","25833","2010-07-11","Regular Air","Texas","5.00%","7.10%","1","3","66.00%","$35 ","$499 ","$20 ","$162 "
"Paper","Burleson","Small Box","916","Marion Wilcox","Corporate","Office Supplies","Xerox 1908","2013-07-04","86364","Low","76028","Central","25832","2013-07-08","Regular Air","Texas","9.00%","69.00%","1","5","36.00%","$185 ","$267 ","$5 ","$56 "
"Tables","Burleson","Large Box","916","Marion Wilcox","Corporate","Furniture","Hon 5100 Series Wood Tables","2013-07-04","86364","Low","76028","Central","25834","2013-07-06","Regular Air","Texas","7.00%","-25.00%","1","5","67.00%","($345)","$1,378 ","$69 ","$291 "
"Storage  and  Organization","Rancho Cucamonga","Small Box","918","Kerry Jernigan","Consumer","Office Supplies","Steel Personal Filing/Posting Tote","2010-04-12","90492","High","91730","West","25676","2010-04-14","Regular Air","California","5.00%","8.40%","1","2","58.00%","$6 ","$73 ","$6 ","$36 "
"Bookcases","Rancho Cucamonga","Jumbo Box","918","Kerry Jernigan","Corporate","Furniture","OSullivan 3-Shelf Heavy-Duty Bookcases","2010-11-20","90493","Critical","91730","West","19772","2010-11-21","Delivery Truck","California","9.00%","8.90%","1","39","61.00%","$187 ","$2,115 ","$37 ","$58 "
"Envelopes","Rancho Cucamonga","Small Box","918","Kerry Jernigan","Corporate","Office Supplies","Jet-Pak Recycled Peel N Seal Padded Mailers","2011-09-24","90494","Medium","91730","West","22039","2011-09-25","Express Air","California","10.00%","13.40%","1","21","40.00%","$92 ","$685 ","$15 ","$36 "
"Bookcases","Rancho Cucamonga","Jumbo Box","918","Kerry Jernigan","Corporate","Furniture","Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled","2012-02-20","90495","High","91730","West","19746","2012-02-21","Delivery Truck","California","8.00%","-149.90%","1","9","78.00%","($1,341)","$895 ","$57 ","$101 "
"Paper","Rancho Cucamonga","Small Box","918","Kerry Jernigan","Consumer","Office Supplies","Xerox 1984","2012-07-02","90496","Critical","91730","West","22513","2012-07-03","Regular Air","California","7.00%","-232.40%","1","7","36.00%","($105)","$45 ","$9 ","$6 "
"Paper","Rancho Cucamonga","Small Box","918","Kerry Jernigan","Consumer","Office Supplies","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","2013-10-25","90499","Critical","91730","West","25931","2013-10-26","Regular Air","California","8.00%","-101.20%","1","20","40.00%","($107)","$106 ","$6 ","$5 "
"Scissors, Rulers and Trimmers","Redding","Small Pack","919","Tracy Livingston","Consumer","Office Supplies","Acme Elite Stainless Steel Scissors","2010-04-12","90492","High","96003","West","25677","2010-04-12","Regular Air","California","10.00%","-13.20%","1","6","59.00%","($6)","$48 ","$3 ","$8 "
"Appliances","Redding","Small Box","919","Tracy Livingston","Corporate","Office Supplies","Kensington 6 Outlet SmartSocket Surge Protector","2012-02-20","90495","High","96003","West","19747","2012-02-21","Regular Air","California","4.00%","57.00%","1","12","60.00%","$276 ","$484 ","$7 ","$41 "
"Office Machines","Redding","Jumbo Drum","919","Tracy Livingston","Consumer","Technology","Lexmark 4227 Plus Dot Matrix Printer","2012-07-02","90496","Critical","96003","West","22514","2012-07-04","Delivery Truck","California","1.00%","-173.30%","1","1","55.00%","($3,669)","$2,117 ","$15 ","$2,036 "
"Telephones and Communication","Redding","Small Box","919","Tracy Livingston","Consumer","Technology","2190","2012-10-30","90497","Medium","96003","West","20894","2012-11-01","Regular Air","California","9.00%","32.20%","1","16","56.00%","$274 ","$852 ","$6 ","$66 "
"Computer Peripherals","Redlands","Small Box","920","Jessie Kelly","Corporate","Technology","Logitech Access Keyboard","2010-03-27","90491","Low","92374","West","21970","2010-04-01","Regular Air","California","10.00%","69.00%","1","9","37.00%","$93 ","$134 ","$4 ","$16 "
"Binders and Binder Accessories","Redlands","Small Box","920","Jessie Kelly","Consumer","Office Supplies","Fellowes Twister Kit, Gray/Clear, 3/pkg","2010-04-12","90492","High","92374","West","25678","2010-04-14","Regular Air","California","3.00%","-208.80%","1","9","40.00%","($160)","$77 ","$9 ","$8 "
"Binders and Binder Accessories","Redlands","Small Box","920","Jessie Kelly","Corporate","Office Supplies","Round Ring Binders","2011-09-24","90494","Medium","92374","West","22040","2011-09-26","Regular Air","California","3.00%","-21.40%","1","20","38.00%","($9)","$44 ","$1 ","$2 "
"Office Machines","Redlands","Jumbo Drum","920","Jessie Kelly","Consumer","Technology","Epson DFX-8500 Dot Matrix Printer","2013-04-12","90498","High","92374","West","25679","2013-04-14","Delivery Truck","California","8.00%","-314.30%","1","1","57.00%","($7,373)","$2,346 ","$30 ","$2,550 "
"Telephones and Communication","Rancho Cucamonga","Small Box","922","Dolores Abrams","Small Business","Technology","5180","2010-05-20","87135","Not Specified","91730","West","18395","2010-05-21","Express Air","California","1.00%","50.80%","1","14","56.00%","$397 ","$782 ","$9 ","$66 "
"Binders and Binder Accessories","Rancho Cucamonga","Small Box","922","Dolores Abrams","Small Business","Office Supplies","Ibico EB-19 Dual Function Manual Binding System","2011-01-13","87136","Low","91730","West","19755","2011-01-15","Regular Air","California","10.00%","69.00%","1","13","39.00%","$1,442 ","$2,090 ","$20 ","$173 "
