"Category","City","Container","Continent","Country_Region","Customer_Name","Customer_Segment","Department","Item","Order_Date","Order_Priority","Postal_Code","Region","Ship_Date","Ship_Mode","State","Customer_ID","Discount","Number_of_Records","Order_ID","Order_Quantity","Product_Base_Margin","Profit","Sales","Shipping_Cost","Unit_Price"
"Bookcases","Mexico City","Jumbo Box","North America","Mexico","Dale Lanier","Corporate","Furniture","Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled","4/18/10","Medium","","International","4/21/10","Delivery Truck","Distrito Federal","1,825","7.00","1","11,553","8","78.00","430","861","57","101"
"Office Furnishings","Nanjing","Small Pack","Asia","China","Sara Epstein","Home Office","Furniture","Executive Impressions 12 Wall Clock","4/19/10","High","","International","4/19/10","Regular Air","Jiangsu Sheng","2,208","2.00","1","48,135","40","47.00","94","750","9","18"
"Copiers and Fax","Catonsville","Large Box","North America","United States of America","Stacy Chang","Home Office","Technology","Canon PC-428 Personal Copier","4/19/10","High","21228","East","4/21/10","Express Air","Maryland","2,212","9.00","1","88,029","5","46.00","631","990","24","200"
"Copiers and Fax","Nanjing","Large Box","Asia","China","Sara Epstein","Home Office","Technology","Canon PC-428 Personal Copier","4/19/10","High","","International","4/21/10","Express Air","Jiangsu Sheng","2,208","9.00","1","48,135","20","46.00","631","3,961","24","200"
"Rubber Bands","Garland","Wrap Bag","North America","United States of America","William Crawford","Corporate","Office Supplies","OIC Colored Binder Clips, Assorted Sizes","4/19/10","Low","75043","Central","4/23/10","Regular Air","Texas","1,933","6.00","1","86,687","10","36.00","14","35","2","4"
"Rubber Bands","Guangzhou","Wrap Bag","Asia","China","Kevin Beck","Corporate","Office Supplies","OIC Colored Binder Clips, Assorted Sizes","4/19/10","Low","","International","4/23/10","Regular Air","Guangdong Sheng","1,932","6.00","1","994","38","36.00","14","132","2","4"
"Chairs and Chairmats","Kolkata","Jumbo Drum","Asia","India","Courtney Wheeler","Corporate","Furniture","Global High-Back Leather Tilter, Burgundy","4/19/10","Low","","International","4/24/10","Delivery Truck","West Bengal","1,937","8.00","1","53,798","41","74.00","1,868","4,988","70","123"
"Chairs and Chairmats","Draper","Jumbo Drum","North America","United States of America","Eileen McDonald","Corporate","Furniture","Global High-Back Leather Tilter, Burgundy","4/19/10","Low","84020","West","4/24/10","Delivery Truck","Utah","1,940","8.00","1","88,871","10","74.00","1,868","1,217","70","123"
"Office Furnishings","Rome","Medium Box","Europe","Italy","Johnny Katz","Home Office","Furniture","Eldon Cleatmat Plus Chair Mats for High Pile Carpets","4/19/10","Low","","International","4/26/10","Regular Air","Lazio","150","1.00","1","30,176","30","74.00","548","2,504","48","80"
"Office Furnishings","Knoxville","Medium Box","North America","United States of America","Kent Kerr","Home Office","Furniture","Eldon Cleatmat Plus Chair Mats for High Pile Carpets","4/19/10","Low","37918","South","4/26/10","Regular Air","Tennessee","152","1.00","1","89,522","8","74.00","41","668","48","80"
"Appliances","Kolkata","Medium Box","Asia","India","Courtney Wheeler","Corporate","Office Supplies","Honeywell Quietcare HEPA Air Cleaner","4/19/10","Low","","International","4/26/10","Regular Air","West Bengal","1,937","0.00","1","53,798","29","52.00","569","2,318","14","79"
"Appliances","Draper","Medium Box","North America","United States of America","Eileen McDonald","Corporate","Office Supplies","Honeywell Quietcare HEPA Air Cleaner","4/19/10","Low","84020","West","4/26/10","Regular Air","Utah","1,940","0.00","1","88,871","7","52.00","386","559","14","79"
"Envelopes","Tokyo","Small Box","Asia","Japan","Neil Curtis","Home Office","Office Supplies","Colored Envelopes","4/20/10","High","","International","4/20/10","Express Air","Tokyo","1,256","3.00","1","49,511","35","39.00","5","150","3","4"
"Envelopes","Danville","Small Box","North America","United States of America","Keith Hobbs","Home Office","Office Supplies","Colored Envelopes","4/20/10","High","40422","South","4/20/10","Express Air","Kentucky","1,259","3.00","1","86,534","9","39.00","2,197","39","3","4"
"Paper","Bangalore","Small Box","Asia","India","Paula Riddle","Small Business","Office Supplies","Xerox Blank Computer Paper","4/20/10","Medium","","International","4/20/10","Express Air","Karnataka","239","10.00","1","44,834","13","38.00","35","249","6","20"
"Paper","Fountain","Small Box","North America","United States of America","Gilbert Scarborough","Small Business","Office Supplies","Xerox Blank Computer Paper","4/20/10","Medium","80817","West","4/20/10","Express Air","Colorado","240","10.00","1","90,479","3","38.00","35","57","6","20"
"Tables","Bangalore","Jumbo Box","Asia","India","Paula Riddle","Small Business","Furniture","Bevis Round Bullnose 29 High Table Top","4/20/10","Medium","","International","4/21/10","Delivery Truck","Karnataka","239","6.00","1","44,834","43","61.00","786","10,984","67","260"
"Tables","Grand Junction","Jumbo Box","North America","United States of America","Amy Ellis Holder","Small Business","Furniture","Bevis Round Bullnose 29 High Table Top","4/20/10","Medium","81503","West","4/21/10","Delivery Truck","Colorado","241","6.00","1","90,479","11","61.00","786","2,810","67","260"
"Envelopes","Rome","Small Box","Europe","Italy","Johnny Katz","Home Office","Office Supplies","Wausau Papers Astrobrights Colored Envelopes","4/20/10","High","","International","4/22/10","Regular Air","Lazio","150","9.00","1","19,367","20","36.00","7","112","3","6"
"Envelopes","Kingsport","Small Box","North America","United States of America","Geoffrey Zhu","Home Office","Office Supplies","Wausau Papers Astrobrights Colored Envelopes","4/20/10","High","37664","South","4/22/10","Regular Air","Tennessee","151","9.00","1","89,523","5","36.00","14","28","3","6"
"Computer Peripherals","Tianjin","Small Pack","Asia","China","Arnold Desai","Corporate","Technology","Imation Primaris 3.5 2HD Unformatted Diskettes, 10/Pack","4/20/10","Not Specified","","International","4/22/10","Regular Air","Tianjin Shi","2,214","9.00","1","41,474","50","72.00","89","226","2","5"
"Office Furnishings","Tokyo","Wrap Bag","Asia","Japan","Carol Clayton","Corporate","Furniture","Master Giant Foot Doorstop, Safety Yellow","4/21/10","Critical","","International","4/21/10","Express Air","Tokyo","3,281","6.00","1","35,813","21","42.00","10","156","4","8"
"Appliances","Tokyo","Small Box","Asia","Japan","Carol Clayton","Corporate","Office Supplies","Hoover WindTunnel Plus Canister Vacuum","4/21/10","Critical","","International","4/21/10","Express Air","Tokyo","3,281","5.00","1","35,813","21","57.00","2,347","7,842","20","363"
"Appliances","Kendall","Small Box","North America","United States of America","William Woodard","Corporate","Office Supplies","Hoover WindTunnel Plus Canister Vacuum","4/21/10","Critical","33156","South","4/21/10","Express Air","Florida","3,283","5.00","1","90,752","5","57.00","270","1,867","20","363"
"Paper","Whitehall","Small Box","North America","United States of America","Martha Bowers","Small Business","Office Supplies","Xerox 1951","4/21/10","Low","43213","East","4/21/10","Express Air","Ohio","2,549","5.00","1","88,657","3","40.00","61","96","9","31"
"Paper","Los Angeles","Small Box","North America","United States of America","Wayne Bass","Small Business","Office Supplies","Xerox 1951","4/21/10","Low","90068","West","4/21/10","Express Air","California","2,548","5.00","1","40,997","12","40.00","61","382","9","31"
"Paper","Mount Vernon","Small Box","North America","United States of America","Peter Adams","Small Business","Office Supplies","Xerox 1893","4/21/10","High","10550","East","4/21/10","Regular Air","New York","2,038","6.00","1","89,334","7","36.00","109","277","17","41"
"Paper","Karachi","Small Box","Asia","Pakistan","Samantha Sherrill","Small Business","Office Supplies","Xerox 1893","4/21/10","High","","International","4/21/10","Regular Air","Sindh","2,036","6.00","1","28,736","26","36.00","109","1,029","17","41"
"Appliances","Mount Vernon","Small Box","North America","United States of America","Kathy Hinton","Consumer","Office Supplies","Belkin F9M820V08 8 Outlet Surge","4/21/10","High","43050","East","4/23/10","Regular Air","Ohio","2,964","6.00","1","88,610","1","56.00","25","47","5","43"
"Appliances","Beijing","Small Box","Asia","China","Bobby Lawson","Consumer","Office Supplies","Belkin F9M820V08 8 Outlet Surge","4/21/10","High","","International","4/23/10","Regular Air","Beijing","2,961","6.00","1","56,807","1","56.00","25","47","5","43"
"Tables","Whitehall","Jumbo Box","North America","United States of America","Martha Bowers","Small Business","Furniture","Bush Advantage Collection Round Conference Table","4/21/10","Low","43213","East","4/25/10","Delivery Truck","Ohio","2,549","4.00","1","88,657","8","73.00","514","1,790","110","213"
"Tables","Los Angeles","Jumbo Box","North America","United States of America","Wayne Bass","Small Business","Furniture","Bush Advantage Collection Round Conference Table","4/21/10","Low","90068","West","4/25/10","Delivery Truck","California","2,548","4.00","1","40,997","33","73.00","514","7,384","110","213"
"Pens and Art Supplies","Whitehall","Small Pack","North America","United States of America","Martha Bowers","Small Business","Office Supplies","Boston KS Multi-Size Manual Pencil Sharpener","4/21/10","Low","43213","East","4/28/10","Regular Air","Ohio","2,549","5.00","1","88,657","9","57.00","18","214","9","23"
"Pens and Art Supplies","Los Angeles","Small Pack","North America","United States of America","Wayne Bass","Small Business","Office Supplies","Boston KS Multi-Size Manual Pencil Sharpener","4/21/10","Low","90068","West","4/28/10","Regular Air","California","2,548","5.00","1","40,997","37","57.00","18","882","9","23"
"Storage and Organization","Hackensack","Small Box","North America","United States of America","Arnold Johnson","Corporate","Office Supplies","Acco Perma 2700 Stacking Storage Drawers","4/22/10","Medium","7601","East","4/22/10","Regular Air","New Jersey","2,764","2.00","1","90,724","4","70.00","21","121","7","30"
"Storage and Organization","Rio de Janeiro","Small Box","South America","Brazil","Dorothy Rowland","Corporate","Office Supplies","Acco Perma 2700 Stacking Storage Drawers","4/22/10","Medium","","International","4/22/10","Regular Air","Rio de Janeiro","2,757","2.00","1","25,927","14","70.00","21","423","7","30"
"Storage and Organization","Guangzhou","Small Box","Asia","China","Robert Terrell","Corporate","Office Supplies","Decoflex Hanging Personal Folder File, Blue","4/22/10","Medium","","International","4/23/10","Express Air","Guangdong Sheng","677","4.00","1","9,669","18","58.00","92","292","11","15"
"Storage and Organization","Rose Hill","Small Box","North America","United States of America","Edward McKenzie","Corporate","Office Supplies","Decoflex Hanging Personal Folder File, Blue","4/22/10","Medium","24281","South","4/23/10","Express Air","Virginia","678","4.00","1","88,889","5","58.00","110","81","11","15"
"Pens and Art Supplies","Waterbury","Small Pack","North America","United States of America","Evan Adkins","Corporate","Office Supplies","Boston 16801 Nautilus Battery Pencil Sharpener","4/22/10","Medium","6708","East","4/24/10","Regular Air","Connecticut","2,760","8.00","1","90,724","11","59.00","106","242","6","22"
"Pens and Art Supplies","Rio de Janeiro","Small Pack","South America","Brazil","Dorothy Rowland","Corporate","Office Supplies","Boston 16801 Nautilus Battery Pencil Sharpener","4/22/10","Medium","","International","4/24/10","Regular Air","Rio de Janeiro","2,757","8.00","1","25,927","43","59.00","106","946","6","22"
"Computer Peripherals","Rutland","Small Box","North America","United States of America","Rachel Bates","Small Business","Technology","Logitech Cordless Elite Duo","4/22/10","Not Specified","5701","East","4/24/10","Regular Air","Vermont","2,737","5.00","1","89,018","8","40.00","567","821","7","101"
"Computer Peripherals","Osaka","Small Box","Asia","Japan","Alice Cassidy","Small Business","Technology","Logitech Cordless Elite Duo","4/22/10","Not Specified","","International","4/24/10","Regular Air","_saka","2,732","5.00","1","13,056","33","40.00","1,414","3,387","7","101"
"Paper","Valparaiso","Wrap Bag","North America","United States of America","Miriam Greenberg","Consumer","Office Supplies","Wirebound Message Book, 4 per Page","4/22/10","Low","46383","Central","4/26/10","Regular Air","Indiana","1,777","7.00","1","89,939","7","36.00","27","38","1","5"
"Paper","Istanbul","Wrap Bag","Asia","Turkey","Molly Watson","Consumer","Office Supplies","Wirebound Message Book, 4 per Page","4/22/10","Low","","International","4/26/10","Regular Air","Istanbul","1,774","7.00","1","17,315","29","36.00","64","159","1","5"
"Binders and Binder Accessories","Dallas","Small Box","North America","United States of America","Allison Kirby","Corporate","Office Supplies","Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders","4/22/10","Low","75203","Central","4/26/10","Regular Air","Texas","667","2.00","1","48,257","45","37.00","124","221","5","5"
"Binders and Binder Accessories","Nashville","Small Box","North America","United States of America","Emily Sims","Corporate","Office Supplies","Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders","4/22/10","Low","37211","South","4/26/10","Regular Air","Tennessee","666","2.00","1","88,679","11","37.00","353","54","5","5"
"Labels","Shanghai","Small Box","Asia","China","Kristin Ellis","Corporate","Office Supplies","*Staples* Packaging Labels","4/23/10","Critical","","International","4/23/10","Regular Air","Shanghai Shi","2,113","8.00","1","3,808","2","38.00","3","6","0","3"
"Labels","Norfolk","Small Box","North America","United States of America","Paige Mason","Corporate","Office Supplies","*Staples* Packaging Labels","4/23/10","Critical","23518","South","4/23/10","Regular Air","Virginia","2,114","8.00","1","88,404","1","38.00","38","3","0","3"
