Category,City,Container,Continent,Country Region,Customer Id,Customer Name,Customer Segment,Department,Item,Order Date,Order Id,Order Priority,Postal Code,Region,Row Id,Ship Date,Ship Mode,State,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Office Furnishings,Buenos Aires,Small Pack,South America,Argentina,2722,Tom C Frederick,Home Office,Furniture,Nu-Dell Leatherette Frames,6/6/12,5568,Medium,,International,8997,6/7/12,Regular Air,Province de Buenos Aires,0.07,1,13,0.49,150,195,5,14
Office Furnishings,Selma,Small Box,North America,United States of America,3272,Natalie Snow,Home Office,Furniture,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",8/3/12,86238,Medium,36701,South,9638,8/4/12,Regular Air,Alabama,0.02,1,20,0.57,-64,204,13,10
Office Furnishings,Phenix City,Small Box,North America,United States of America,2579,Marshall Sutherland,Home Office,Furniture,Regeneration Desk Collection,7/17/10,88297,Medium,36869,South,1903,7/17/10,Regular Air,Alabama,0.07,1,15,0.41,1,26,5,2
Office Furnishings,Homewood,Small Pack,North America,United States of America,2453,George Yates,Home Office,Furniture,Executive Impressions 13 Chairman Wall Clock,5/6/13,89230,Medium,35209,South,13194,5/8/13,Regular Air,Alabama,0.03,1,2,0.5,45,52,9,25
Office Furnishings,North Little Rock,Small Pack,North America,United States of America,1917,Tracy Buckley,Home Office,Furniture,Executive Impressions 13-1/2 Indoor/Outdoor Wall Clock,3/27/10,85894,Medium,72113,South,857,3/28/10,Regular Air,Arkansas,0.08,1,7,0.47,16,132,9,19
Office Furnishings,Miami,Small Pack,North America,United States of America,349,Kim Weiss,Home Office,Furniture,"GE 48 Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",7/2/10,11527,Medium,33132,South,1746,7/4/10,Regular Air,Florida,0.04,1,54,0.35,"1,917","5,556",9,99
Office Furnishings,Bristol,Small Pack,North America,United States of America,2723,Nicholas Pritchard,Home Office,Furniture,Nu-Dell Leatherette Frames,6/6/12,88962,Medium,37620,South,9001,6/7/12,Regular Air,Tennessee,0.07,1,3,0.49,-13,45,5,14
Office Furnishings,Burlington,Wrap Bag,North America,United States of America,1017,Wallace Bridges,Home Office,Furniture,Coloredge Poster Frame,10/1/12,88397,Medium,27217,South,10248,10/2/12,Regular Air,North Carolina,0.09,1,1,0.46,18,15,5,14
Office Furnishings,Mount Pleasant,Wrap Bag,North America,United States of America,2098,Tracy Dyer,Home Office,Furniture,Ultra Commercial Grade Dual Valve Door Closer,4/18/10,87889,Medium,29464,South,1077,4/20/10,Regular Air,South Carolina,0.06,1,10,0.53,39,390,3,40
Office Furnishings,Castle Rock,Large Box,North America,United States of America,1262,Lindsay Zhou,Home Office,Furniture,Electrix Halogen Magnifier Lamp,2/5/11,89731,Medium,80104,West,3784,2/5/11,Regular Air,Colorado,0.1,1,4,0.59,512,741,12,194
Tables,Twentynine Palms,Large Box,North America,United States of America,3151,Glenda Hunter,Home Office,Furniture,Hon 2111 Invitation Series Corner Table,8/28/13,88553,Medium,92277,West,14959,8/30/13,Regular Air,California,0.08,1,25,0.79,-687,"4,112",69,209
Office Furnishings,Costa Mesa,Medium Box,North America,United States of America,2490,Pauline Finch,Home Office,Furniture,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39 x 49",4/16/12,86892,Medium,92627,West,8430,4/18/12,Regular Air,California,0.09,1,11,0.65,750,"1,087",6,108
Office Furnishings,Los Angeles,Medium Box,North America,United States of America,2491,Sean N Boyer,Home Office,Furniture,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39 x 49",4/16/12,41157,Medium,90045,West,8424,4/18/12,Regular Air,California,0.09,1,44,0.65,"1,117","4,349",6,108
Office Furnishings,Tigard,Medium Box,North America,United States of America,756,Sandra Howe,Home Office,Furniture,Eldon Cleatmat Chair Mats for Medium Pile Carpets,5/13/13,90263,Medium,97224,West,13361,5/16/13,Regular Air,Oregon,0,1,14,0.72,"-1,413",794,52,56
Office Furnishings,Mount Vernon,Medium Box,North America,United States of America,3275,Tamara Dickinson,Home Office,Furniture,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",5/7/11,86235,Medium,98273,West,4674,5/8/11,Regular Air,Washington,0.07,1,4,0.67,47,360,40,92
Bookcases,Beaumont,Jumbo Box,North America,United States of America,889,Elsie G Ferguson,Home Office,Furniture,"Hon Metal Bookcases, Putty",11/1/12,89547,Not Specified,77705,Central,10589,11/1/12,Regular Air,Texas,0.07,1,33,0.56,44,221,10,6
Chairs  and  Chairmats,Bedford,Jumbo Drum,North America,United States of America,890,Billie Fowler,Home Office,Furniture,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,11/1/12,89547,Not Specified,76021,Central,10590,11/2/12,Regular Air,Texas,0.07,1,40,0.55,51,132,1,3
Office Furnishings,Marion,Large Box,North America,United States of America,2330,Kara Foster,Home Office,Furniture,Telescoping Adjustable Floor Lamp,1/5/11,90965,Not Specified,52302,Central,3481,1/5/11,Regular Air,Iowa,0.04,1,9,0.6,-56,186,11,20
Office Furnishings,Mandan,Large Box,North America,United States of America,3036,Edith Reynolds,Home Office,Furniture,Tensor Hersey Kiss Styled Floor Lamp,7/16/10,89129,Not Specified,58554,Central,1885,7/18/10,Regular Air,North Dakota,0.02,1,5,0.73,-160,68,14,13
Tables,Romeoville,Large Box,North America,United States of America,1075,Theodore Tyson,Home Office,Furniture,"Lesro Round Back Collection Coffee Table, End Table",10/3/12,86426,Not Specified,60441,Central,10292,10/5/12,Regular Air,Illinois,0.06,1,11,0.72,-868,"1,941",69,183
Office Furnishings,Chicago,Small Box,North America,United States of America,2920,Ernest Peele,Home Office,Furniture,Seth Thomas 8 1/2 Cubicle Clock,8/7/11,10081,Not Specified,60603,Central,5647,8/8/11,Regular Air,Illinois,0.02,1,88,0.53,245,"1,901",7,20
Office Furnishings,Detroit,Small Box,North America,United States of America,2190,Marvin Patrick,Home Office,Furniture,"Eldon 300 Class Desk Accessories, Black",8/1/13,13988,Not Specified,48227,Central,14517,8/2/13,Regular Air,Michigan,0.01,1,68,0.41,-60,361,5,5
Office Furnishings,Chicago,Small Pack,North America,United States of America,94,Eddie House Mueller,Home Office,Furniture,Executive Impressions 12 Wall Clock,12/9/13,37063,Not Specified,60601,Central,16505,12/10/13,Regular Air,Illinois,0,1,100,0.47,90,"1,838",9,18
Office Furnishings,Bolingbrook,Small Pack,North America,United States of America,648,Steve OBrien,Home Office,Furniture,Executive Impressions 13 Chairman Wall Clock,6/21/10,91365,Not Specified,60440,Central,1651,6/22/10,Regular Air,Illinois,0.02,1,1,0.5,-10,34,9,25
Office Furnishings,Rockford,Small Pack,North America,United States of America,1074,Sherry Brantley,Home Office,Furniture,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,1/27/12,86424,Not Specified,61107,Central,7547,1/29/12,Regular Air,Illinois,0.03,1,12,0.37,-18,81,5,7
Office Furnishings,Urbandale,Small Pack,North America,United States of America,2915,Vivian Hunt,Home Office,Furniture,Executive Impressions 8-1/2 Career Panel/Partition Cubicle Clock,2/16/12,86140,Not Specified,50322,Central,7809,2/17/12,Regular Air,Iowa,0,1,1,0.51,9,13,5,10
Office Furnishings,Manhattan,Small Pack,North America,United States of America,97,Max McKenna,Home Office,Furniture,Executive Impressions 12 Wall Clock,12/9/13,87315,Not Specified,66502,Central,16521,12/10/13,Regular Air,Kansas,0,1,25,0.47,149,460,9,18
Office Furnishings,Houston,Small Pack,North America,United States of America,1999,Priscilla Kane,Home Office,Furniture,Executive Impressions 12 Wall Clock,6/22/12,46565,Not Specified,77070,Central,9180,6/23/12,Regular Air,Texas,0.1,1,83,0.47,-25,"1,335",9,18
Office Furnishings,Corsicana,Small Pack,North America,United States of America,2521,Shawn Meyer,Home Office,Furniture,"GE 48 Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",12/3/11,87037,Not Specified,75109,Central,6946,12/5/11,Regular Air,Texas,0.03,1,15,0.35,"1,046","1,516",9,99
Office Furnishings,Manitowoc,Small Pack,North America,United States of America,2587,Eugene H Walsh,Home Office,Furniture,Executive Impressions 14 Two-Color Numerals Wall Clock,12/26/10,91167,Not Specified,54220,Central,3393,12/26/10,Regular Air,Wisconsin,0.02,1,12,0.44,200,290,9,23
Office Furnishings,West Bend,Small Pack,North America,United States of America,3361,Oscar Kenney,Home Office,Furniture,Nu-Dell Executive Frame,3/20/10,91435,Not Specified,53095,Central,764,3/22/10,Regular Air,Wisconsin,0.06,1,8,0.48,66,98,5,13
Office Furnishings,Inver Grove Heights,Wrap Bag,North America,United States of America,2564,Carla Wilson,Home Office,Furniture,"Master Giant Foot Doorstop, Safety Yellow",7/20/13,91450,Not Specified,55076,Central,14352,7/22/13,Regular Air,Minnesota,0.08,1,10,0.42,15,71,4,8
Tables,Cumberland,Large Box,North America,United States of America,2352,Kerry Beach,Home Office,Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",12/23/10,86166,Not Specified,21501,East,3370,12/24/10,Regular Air,Maryland,0.09,1,19,0.68,"-1,537","1,303",69,71
Tables,Port Chester,Large Box,North America,United States of America,3188,Jane Clayton,Home Office,Furniture,Hon 2111 Invitation Series Corner Table,7/16/13,89035,Not Specified,10573,East,14293,7/18/13,Regular Air,New York,0.02,1,6,0.79,-786,"1,342",69,209
Chairs  and  Chairmats,Saco,Medium Box,North America,United States of America,1377,Gilbert P Sun,Home Office,Furniture,SAFCO Folding Chair Trolley,9/22/13,88218,Not Specified,4072,East,15388,9/22/13,Regular Air,Maine,0.1,1,22,,"1,255","2,648",13,128
Office Furnishings,Valley Stream,Small Pack,North America,United States of America,212,Milton Clarke,Home Office,Furniture,Executive Impressions 14 Two-Color Numerals Wall Clock,7/27/11,85969,Not Specified,11580,East,5522,7/29/11,Regular Air,New York,0.08,1,14,0.44,174,304,9,23
Chairs  and  Chairmats,Lagos,Medium Box,Africa,Nigeria,1373,Jeanette Yang,Home Office,Furniture,SAFCO Folding Chair Trolley,9/22/13,3556,Not Specified,,International,15379,9/22/13,Regular Air,Lagos State,0.1,1,86,,"4,183","10,349",13,128
Office Furnishings,Cairo,Small Pack,Africa,Egypt,209,Tiffany Hancock,Home Office,Furniture,Executive Impressions 14 Two-Color Numerals Wall Clock,7/27/11,52480,Not Specified,,International,5514,7/29/11,Regular Air,Al Qahirah,0.08,1,56,0.44,174,"1,216",9,23
Office Furnishings,Kimberley,Small Pack,Africa,South Africa,2504,Colleen Sherrill,Home Office,Furniture,"GE 48 Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",12/3/11,44390,Not Specified,,International,6940,12/5/11,Regular Air,Northern Cape,0.03,1,59,0.35,"4,591","5,963",9,99
Bookcases,Seoul,Jumbo Box,Asia,Republic of Korea,882,Rosemary Hedrick,Home Office,Furniture,"Hon Metal Bookcases, Putty",11/1/12,52162,Not Specified,,International,10579,11/1/12,Regular Air,Soul,0.07,1,133,0.56,686,891,10,6
Chairs  and  Chairmats,Seoul,Jumbo Drum,Asia,Republic of Korea,882,Rosemary Hedrick,Home Office,Furniture,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,11/1/12,52162,Not Specified,,International,10580,11/2/12,Regular Air,Soul,0.07,1,160,0.55,280,528,1,3
Chairs  and  Chairmats,Tokyo,Large Box,Asia,Japan,1256,Neil Curtis,Home Office,Furniture,SAFCO Arco Folding Chair,11/18/11,22887,Not Specified,,International,6758,11/19/11,Regular Air,Tokyo,0.07,1,116,,"23,925","31,072",24,276
Office Furnishings,Wuhan,Large Box,Asia,China,1915,Jessie Buckley Stephens,Home Office,Furniture,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",5/31/12,23557,Not Specified,,International,8930,6/1/12,Regular Air,Hubei Sheng,0.02,1,11,0.59,548,"1,589",24,137
Office Furnishings,Wuhan,Large Box,Asia,China,3234,Doris Thompson,Home Office,Furniture,Electrix Halogen Magnifier Lamp,2/2/12,21639,Not Specified,,International,7602,2/2/12,Regular Air,Hubei Sheng,0.02,1,43,0.59,"3,408","8,843",12,194
Tables,Nagoya,Large Box,Asia,Japan,1073,Christian McKay Wright,Home Office,Furniture,"Lesro Round Back Collection Coffee Table, End Table",10/3/12,51971,Not Specified,,International,10280,10/5/12,Regular Air,Prfecture dAichi,0.06,1,43,0.72,-964,"7,587",69,183
Tables,Manila,Large Box,Asia,Philippines,2349,Rachel Cannon,Home Office,Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",12/23/10,9248,Not Specified,,International,3367,12/24/10,Regular Air,Rgion Capitale Nationale,0.09,1,76,0.68,"2,306","5,212",69,71
Office Furnishings,Riyadh,Medium Box,Asia,Saudi Arabia,3278,Nicholas Gordon,Home Office,Furniture,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39 x 49",9/3/12,34660,Not Specified,,International,9937,9/5/12,Regular Air,Ar Riyad,0.01,1,70,0.65,"1,322","7,452",6,108
Office Furnishings,Chongqing,Small Pack,Asia,China,44,Herbert Carr,Home Office,Furniture,Executive Impressions 12 Wall Clock,9/23/12,52711,Not Specified,,International,10162,9/25/12,Regular Air,Chongqing Shi,0,1,80,0.47,81,"1,474",9,18
Office Furnishings,Baghdad,Small Pack,Asia,Iraq,2586,Kevin Merrill,Home Office,Furniture,Executive Impressions 14 Two-Color Numerals Wall Clock,12/26/10,20262,Not Specified,,International,3390,12/26/10,Regular Air,Baghdad,0.02,1,50,0.44,930,"1,208",9,23
Office Furnishings,Nagoya,Small Pack,Asia,Japan,1073,Christian McKay Wright,Home Office,Furniture,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,1/27/12,15106,Not Specified,,International,7539,1/29/12,Regular Air,Prfecture dAichi,0.03,1,47,0.37,-23,317,5,7
Office Furnishings,Osaka,Small Pack,Asia,Japan,2576,Annie Rouse,Home Office,Furniture,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",3/18/12,3588,Not Specified,,International,8127,3/20/12,Regular Air,_saka,0.08,1,16,0.44,227,469,4,31
Office Furnishings,Wuhan,Wrap Bag,Asia,China,3234,Doris Thompson,Home Office,Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,2/2/12,21639,Not Specified,,International,7601,2/3/12,Regular Air,Hubei Sheng,0.01,1,3,0.65,101,132,9,40
Office Furnishings,Wuhan,Wrap Bag,Asia,China,1915,Jessie Buckley Stephens,Home Office,Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,11/3/12,33254,Not Specified,,International,10607,11/5/12,Regular Air,Hubei Sheng,0.01,1,37,0.65,"1,208","1,569",9,40
Office Furnishings,Hyderabad,Wrap Bag,Asia,India,869,Vivian Beatty,Home Office,Furniture,Coloredge Poster Frame,3/15/13,53573,Not Specified,,International,12376,3/17/13,Regular Air,State of Andhra Pradesh,0.03,1,6,0.46,51,94,5,14
Office Furnishings,Warsaw,Large Box,Europe,Poland,1114,Sylvia Barr,Home Office,Furniture,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,11/13/11,39139,Not Specified,,International,6701,11/15/11,Regular Air,Mazowieckie,0.09,1,105,0.59,"15,957","20,724",21,210
Tables,Liverpool,Large Box,Europe,United Kingdom,3185,Katharine Rowe Harrison,Home Office,Furniture,Hon 2111 Invitation Series Corner Table,7/16/13,33666,Not Specified,WC2A,International,14281,7/18/13,Regular Air,England,0.02,1,24,0.79,"-2,015","5,367",69,209
Office Furnishings,Paris,Small Box,Europe,France,1835,Sidney Eaton,Home Office,Furniture,12-1/2 Diameter Round Wall Clock,6/9/13,45664,Not Specified,75007,International,13782,6/10/13,Regular Air,le-de-France,0.09,1,36,0.49,118,710,10,20
Office Furnishings,Berlin,Small Pack,Europe,Germany,3357,Beth Brandon,Home Office,Furniture,Nu-Dell Executive Frame,3/20/10,38084,Not Specified,10999,International,758,3/22/10,Regular Air,Berlin,0.06,1,33,0.48,66,405,5,13
Office Furnishings,London,Small Pack,Europe,United Kingdom,2914,Anna Dixon,Home Office,Furniture,Executive Impressions 8-1/2 Career Panel/Partition Cubicle Clock,2/16/12,27105,Not Specified,WC1A,International,7804,2/17/12,Regular Air,England,0,1,2,0.51,21,27,5,10
Tables,Mexico City,Large Box,North America,Mexico,2096,Joel Erickson,Home Office,Furniture,Hon 4060 Series Tables,10/26/13,38050,Not Specified,,International,15896,10/28/13,Regular Air,Distrito Federal,0.04,1,29,0.63,-401,"2,758",69,112
Office Furnishings,Rio de Janeiro,Large Box,South America,Brazil,3033,Brandon Neal,Home Office,Furniture,Tensor Hersey Kiss Styled Floor Lamp,7/16/10,13313,Not Specified,,International,1878,7/18/10,Regular Air,Rio de Janeiro,0.02,1,22,0.73,-160,298,14,13
Office Furnishings,Lima,Large Box,South America,Peru,2328,Malcolm Block,Home Office,Furniture,Telescoping Adjustable Floor Lamp,1/5/11,56293,Not Specified,,International,3475,1/5/11,Regular Air,Provincia de Lima,0.04,1,34,0.6,-72,703,11,20
Office Furnishings,Bogot,Medium Box,South America,Colombia,3171,Jackie Britt,Home Office,Furniture,"Deflect-o EconoMat Nonstudded, No Bevel Mat",5/20/12,26976,Not Specified,,International,8794,5/22/12,Regular Air,Bogot D.C.,0.07,1,44,0.65,64,"2,227",18,52
Office Furnishings,Buenos Aires,Small Pack,South America,Argentina,647,Marvin Byrne,Home Office,Furniture,Executive Impressions 13 Chairman Wall Clock,6/21/10,26854,Not Specified,,International,1647,6/22/10,Regular Air,Province de Buenos Aires,0.02,1,2,0.5,-19,68,9,25
Office Furnishings,Santiago,Wrap Bag,South America,Chile,601,Harry Camp,Home Office,Furniture,"Master Caster Door Stop, Gray",2/3/10,21222,Not Specified,,International,373,2/5/10,Regular Air,Santiago,0.1,1,36,0.51,-32,181,4,5
Chairs  and  Chairmats,Danville,Large Box,North America,United States of America,1259,Keith Hobbs,Home Office,Furniture,SAFCO Arco Folding Chair,11/18/11,86540,Not Specified,40422,South,6769,11/19/11,Regular Air,Kentucky,0.07,1,29,,7,"7,768",24,276
Office Furnishings,Paragould,Large Box,North America,United States of America,1918,Hannah Tyson,Home Office,Furniture,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",5/31/12,85903,Not Specified,72450,South,8939,6/1/12,Regular Air,Arkansas,0.02,1,3,0.59,72,433,24,137
Tables,Myrtle Beach,Large Box,North America,United States of America,2099,Nathan Fox,Home Office,Furniture,Hon 4060 Series Tables,10/26/11,87892,Not Specified,29577,South,6531,10/28/11,Regular Air,South Carolina,0.04,1,6,0.63,-572,571,69,112
Office Furnishings,Florence,Medium Box,North America,United States of America,3280,Sandra ONeill Briggs,Home Office,Furniture,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39 x 49",9/3/12,90769,Not Specified,29501,South,9946,9/5/12,Regular Air,South Carolina,0.01,1,18,0.65,-79,"1,916",6,108
Office Furnishings,Hialeah,Small Box,North America,United States of America,2918,Larry Brock,Home Office,Furniture,Seth Thomas 8 1/2 Cubicle Clock,8/7/11,90055,Not Specified,33012,South,5651,8/8/11,Regular Air,Florida,0.02,1,22,0.53,564,475,7,20
Office Furnishings,Monroe,Small Box,North America,United States of America,2191,Lori Crowell,Home Office,Furniture,"Eldon 300 Class Desk Accessories, Black",8/1/13,90690,Not Specified,28110,South,14525,8/2/13,Regular Air,North Carolina,0.01,1,17,0.41,29,90,5,5
Office Furnishings,Montgomery,Small Pack,North America,United States of America,2577,Alfred Burton,Home Office,Furniture,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",3/18/12,88304,Not Specified,36116,South,8136,3/20/12,Regular Air,Alabama,0.08,1,4,0.44,-281,117,4,31
Office Furnishings,Hampton,Small Pack,North America,United States of America,2001,Herman Leach,Home Office,Furniture,Executive Impressions 12 Wall Clock,6/22/12,90572,Not Specified,23666,South,9194,6/23/12,Regular Air,Virginia,0.1,1,21,0.47,-229,338,9,18
